iter	Passed	Remaining
225	180245	378036
226	181125	377411
227	181356	375439
228	182262	374871
229	183228	374423
230	184111	373803
231	184968	373125
232	185885	372567
233	186681	371767
234	187477	370967
235	188193	370006
236	189052	369329
237	189248	367365
238	190097	366672
239	191095	366266
240	191458	364644
241	192278	363899
242	193266	363468
243	194135	362811
244	194700	361586
245	194845	359592
246	195723	358958
247	196580	358284
248	197481	357687
249	198391	357104
250	199131	356215
251	200063	355668
252	201079	355267
253	202054	354789
254	203137	354495
255	203989	353795
256	204772	352973
257	204912	351050
258	205859	350516
259	206782	349939
260	207597	349177
261	208375	348353
262	208510	346461
263	208756	344763
264	209570	344012
265	210362	343223
266	211141	342413
267	212025	341773
268	212581	340604
269	213390	339844
270	214095	338919
271	214814	338017
272	215777	337497
273	216784	337043
274	217615	336315
275	217788	334573
276	218194	333199
277	219047	332511
278	219863	331765
279	220648	330972
280	221558	330366
281	222407	329667
282	223231	328931
283	223460	327321
284	224355	326693
285	224672	325225
286	225443	324419
287	225790	323005
288	226591	322246
289	227430	321539
290	228354	320951
291	229251	320323
292	230101	319629
293	230866	318815
294	231641	318016
295	232365	317147
296	232775	315853
297	233559	315070
298	234434	314408
299	235371	313828
300	236112	312986
301	237003	312343
302	237848	311636
303	238514	310696
304	239569	310262
305	240390	309522
306	241210	308780
307	241943	307927
308	242819	307256
309	243273	306054
310	243993	305187
311	244774	304398
312	245525	303573
313	246319	302800
314	247094	302004
315	247872	301212
316	248679	300455
317	249736	299998
318	250695	299419
319	251122	298208
320	251933	297453
321	252691	296637
322	253568	295961
323	254328	295146
324	255184	294443
325	255917	293598
326	256736	292852
327	257575	292128
328	258329	291308
329	259160	290573
330	260204	290076
331	260730	289002
332	261443	288137
333	262483	287632
334	263349	286933
335	264107	286116
336	264889	285326
337	265708	284575
338	266394	283682
339	267318	283043
340	268163	282319
341	268894	281474
342	269585	280588
343	270290	279719
344	271228	279090
345	271951	278239
346	272885	277604
347	273822	276970
348	274598	276171
349	275379	275379
350	276156	274583
351	276998	273851
352	277736	273015
353	278624	272328
354	279430	271559
355	280193	270748
356	281030	270009
357	281985	269382
358	282804	268625
359	283504	267754
360	284236	266914
361	285128	266224
362	285865	265390
363	286646	264596
364	287602	263964
365	288423	263206
366	289243	262447
367	290222	261831
368	291103	261125
369	291967	260403
370	292786	259640
371	293540	258820
372	294341	258042
373	295137	257258
374	295923	256467
375	296671	255642
376	297484	254874
377	298186	254010
378	299012	253253
379	299739	252412
380	300591	251676
381	301434	250932
382	302149	250082
383	302974	249322
384	303987	248717
385	304948	248066
386	305745	247282
387	306471	246441
388	307163	245573
389	308097	244897
390	308848	244076
391	309560	243226
392	310440	242506
393	311236	241721
394	312167	241040
395	312942	240238
396	313691	239416
397	314522	238657
398	315245	237816
399	315981	236986
400	316721	236159
401	317511	235369
402	318357	234620
403	319370	233994
404	320117	233172
405	320831	232326
406	321615	231531
407	322356	230706
408	323141	229912
409	323980	229156
410	324763	228361
411	325499	227533
412	326291	226745
413	327095	225964
414	327913	225193
415	328645	224363
416	329602	223686
417	330486	222959
418	331432	222273
419	332176	221451
420	333122	220763
421	333948	219994
422	334913	219316
423	335654	218492
424	336411	217678
425	337173	216867
426	338075	216146
427	338762	215288
428	339567	214505
429	340308	213681
430	341247	212982
431	341959	212141
432	342873	211425
433	343615	210602
434	344457	209842
435	345170	209002
436	346062	208271
437	346768	207427
438	347608	206664
439	348482	205921
440	349426	205218
441	350380	204521
442	351210	203749
443	352192	203066
444	353134	202358
445	353920	201560
446	354728	200774
447	355504	199971
448	356203	199125
449	357152	198417
450	357884	197590
451	358700	196808
452	359455	195994
453	360185	195166
454	360893	194327
455	361791	193590
456	362611	192811
457	363290	191957
458	364145	191196
459	365056	190464
460	365900	189696
461	366634	188872
462	367377	188053
463	368188	187268
464	369087	186528
465	369949	185768
466	370806	185006
467	371805	184313
468	372709	183573
469	373748	182898
470	374635	182147
471	375464	181368
472	376233	180560
473	377108	179802
474	377884	178997
475	378760	178240
476	379716	177519
477	380535	176734
478	381357	175949
479	382183	175167
480	382980	174371
481	383718	173548
482	384668	172821
483	385550	172063
484	386509	171339
485	387227	170507
486	387949	169678
487	388792	168901
488	389577	168099
489	390466	167342
490	391177	166509
491	391932	165695
492	392677	164876
493	393479	164082
494	394333	163310
495	395108	162504
496	395937	161720
497	396845	160969
498	397699	160195
499	398575	159430
500	399475	158673
501	400205	157849
502	400981	157044
503	401881	156287
504	402741	155513
505	403635	154753
506	404454	153964
507	405267	153172
508	406098	152386
509	406883	151583
510	407585	150750
511	408345	149939
512	409250	149180
513	409940	148344
514	410822	147576
515	411755	146827
516	412691	146078
517	413430	145259
518	414185	144446
519	415066	143676
520	416199	142993
521	417187	142259
522	418011	141468
523	419156	140785
524	420211	140070
525	421034	139277
526	421880	138491
527	422814	137735
528	423987	137054
529	424935	136300
530	425900	135550
531	426717	134753
532	427529	133953
533	428311	133145
534	429268	132391
535	430222	131635
536	431200	130885
537	431957	130069
538	432727	129256
539	433465	128434
540	434167	127601
541	435009	126810
542	435949	126048
543	436680	125224
544	437498	124426
545	438160	123583
546	438994	122790
547	439802	121988
548	440531	121166
549	441291	120352
550	442266	119596
551	442954	118763
552	443704	117946
553	444512	117145
554	445439	116376
555	446600	115666
556	447484	114883
557	448333	114091
558	449160	113294
559	450130	112532
560	450952	111733
561	451691	110913
562	452480	110106
563	453379	109325
564	454392	108571
565	455141	107754
566	456141	106996
567	456998	106203
568	457749	105387
569	458575	104587
570	459279	103760
571	460057	102949
572	460747	102120
573	461570	101320
574	462300	100500
575	463054	99685
576	463972	98905
577	465001	98149
578	465738	97330
579	466575	96532
580	467533	95759
581	468332	94954
582	469080	94137
583	469878	93332
584	470919	92573
585	471725	91769
586	472493	90957
587	473493	90189
588	474363	89396
589	475297	88614
590	476064	87802
591	476998	87019
592	477835	86219
593	478577	85402
594	479376	84595
595	480257	83803
596	480946	82977
597	481820	82183
598	482704	81390
599	483548	80591
600	484352	79785
601	485055	78962
602	485902	78163
603	486926	77392
604	487935	76617
605	488644	75796
606	489541	75003
607	490355	74198
608	491240	73403
609	492361	72643
610	493150	71833
611	493864	71013
612	494918	70241
613	495656	69424
614	496532	68626
615	497258	67808
616	497995	66991
617	498784	66181
618	499695	65388
619	500429	64571
620	501410	63786
621	502431	63005
622	503239	62198
623	504177	61406
624	504893	60587
625	505640	59772
626	506561	58977
627	507446	58178
628	508281	57373
629	509198	56577
630	509968	55765
631	510681	54946
632	511509	54140
633	512433	53344
634	513246	52537
635	514228	51746
636	515035	50937
637	515955	50139
638	516782	49332
639	517745	48538
640	518608	47734
641	519509	46933
642	520249	46118
643	521037	45307
644	521868	44500
645	522587	43683
646	523299	42866
647	524124	42059
648	524942	41251
649	525704	40438
650	526488	39628
651	527363	38824
652	528129	38012
653	529040	37210
654	529712	36392
655	530519	35583
656	531310	34773
657	532227	33971
658	533067	33165
659	533822	32352
660	534811	31554
661	535725	30751
662	536539	29942
663	537551	29144
664	538471	28340
665	539203	27526
666	539954	26714
667	540771	25905
668	541732	25102
669	542531	24292
670	543393	23484
671	544140	22672
672	545120	21869
673	546221	21070
674	547214	20267
675	547943	19453
676	548670	18640
677	549338	17825
678	550101	17013
679	550764	16198
680	551619	15390
681	552470	14581
682	553497	13776
683	554466	12969
684	555264	12159
685	556145	11349
686	557085	10541
687	558223	9736
688	559122	8926
689	560043	8116
690	560969	7306
691	561897	6495
692	562620	5683
693	563563	4872
694	564393	4060
695	565059	3247
696	565931	2435
697	566700	1623
698	567397	811
699	568316	0
