iter	MultiClass
260	0.06184625615
261	0.06181824929
262	0.06181824745
263	0.06181824132
264	0.06180060844
265	0.06177947379
266	0.06175937902
267	0.06173528751
268	0.06173516594
269	0.06171676747
270	0.06170104851
271	0.06167109861
272	0.06166283962
273	0.06165757525
274	0.06164794658
275	0.06164641093
276	0.06164460373
277	0.06162921951
278	0.06161212609
279	0.06159121637
280	0.0615870355
281	0.06157679282
282	0.06155867048
283	0.06155866992
284	0.06154210798
285	0.06154146058
286	0.06152072428
287	0.06152013717
288	0.0614859088
289	0.06146076519
290	0.06143982504
291	0.06143875162
292	0.06142420458
293	0.06140455421
294	0.0613785177
295	0.06135993131
296	0.06135941646
297	0.06134455437
298	0.0613231073
299	0.06131710457
300	0.06129210994
301	0.06128481421
302	0.06125697571
303	0.0612302895
304	0.06122408086
305	0.06119687884
306	0.06118508145
307	0.06116458552
308	0.0611279252
309	0.06112677962
310	0.0611131729
311	0.06108878258
312	0.06107810994
313	0.06104179943
314	0.06102373775
315	0.06100498598
316	0.060980708
317	0.06095858498
318	0.06094068243
319	0.0609399334
320	0.06092565842
321	0.06090331268
322	0.06088584339
323	0.06084576196
324	0.06083997363
325	0.06081810774
326	0.06080039903
327	0.06077739462
328	0.06075980778
329	0.0607436063
330	0.06072341204
331	0.06071977843
332	0.06070737476
333	0.06070479553
334	0.0606898538
335	0.06066554359
336	0.06064787135
337	0.06063026213
338	0.0606151015
339	0.0605985855
340	0.06057353073
341	0.06056160204
342	0.06054458283
343	0.06052885912
344	0.06051262632
345	0.06050182242
346	0.06049212417
347	0.0604837521
348	0.06046465174
349	0.06045274114
350	0.06042796832
351	0.06042384097
352	0.06040075177
353	0.06039500629
354	0.06038250968
355	0.06037150881
356	0.06035753598
357	0.06034923652
358	0.06032152607
359	0.06030087349
360	0.06028451785
361	0.06026436406
362	0.06024828037
363	0.06022688964
364	0.06021747905
365	0.06019305693
366	0.06017668631
367	0.06017609392
368	0.0601549859
369	0.06014182737
370	0.0601294284
371	0.06010976815
372	0.06009580138
373	0.06008426748
374	0.06006698751
375	0.0600571855
376	0.06004505873
377	0.06002544581
378	0.06001053983
379	0.05999720396
380	0.05998289124
381	0.05996837185
382	0.05995228987
383	0.05993935947
384	0.05993425888
385	0.05992657208
386	0.05991372569
387	0.05990268528
388	0.05987892867
389	0.05986999974
390	0.05984953573
391	0.05981971045
392	0.05980669437
393	0.05979541661
394	0.05978915157
395	0.05977816377
396	0.05975392929
397	0.05973762923
398	0.059727869
399	0.05971204609
400	0.05968923739
401	0.05967941938
402	0.05966260619
403	0.05965735883
404	0.05963432539
405	0.05962222204
406	0.0596112731
407	0.0595947935
408	0.05957958983
409	0.05956586515
410	0.05955463922
411	0.05953151183
412	0.05950281383
413	0.05948932144
414	0.05946736911
415	0.05944972997
416	0.05944227717
417	0.05942198323
418	0.05941470921
419	0.05940084025
420	0.05939727153
421	0.0593816221
422	0.05937556419
423	0.05936119772
424	0.05934417462
425	0.05932488156
426	0.0593155534
427	0.05929276053
428	0.05928506213
429	0.05927627998
430	0.05926879502
431	0.05925301264
432	0.0592451664
433	0.05923534066
434	0.05921321445
435	0.05920132505
436	0.05919598972
437	0.05918258868
438	0.05915705137
439	0.05913970435
440	0.05913293811
441	0.05912148388
442	0.0591061164
443	0.05909270472
444	0.05907702686
445	0.05905929884
446	0.05905113907
447	0.05904376441
448	0.05901814386
449	0.05901229851
450	0.05899807457
451	0.05898352909
452	0.05896394187
453	0.05894352498
454	0.05892236648
455	0.05891875863
456	0.05890279003
457	0.05888978382
458	0.05887417767
459	0.05886628517
460	0.05884878911
461	0.05883500166
462	0.0588208473
463	0.05880301663
464	0.05879564144
465	0.05877934407
466	0.05877022526
467	0.05875037653
468	0.05874092152
469	0.05873437088
470	0.05872211269
471	0.0587062627
472	0.0586873129
473	0.05867117855
474	0.05865911988
475	0.05864388437
476	0.05863185651
477	0.05862318908
478	0.05860298928
479	0.058597129
480	0.05858205116
481	0.05856383747
482	0.05856094706
483	0.05855073275
484	0.05854148102
485	0.05852634328
486	0.0585130149
487	0.0584978518
488	0.05848079918
489	0.05846680084
490	0.05844878812
491	0.05843460128
492	0.05841741846
493	0.05840880142
494	0.05838758453
495	0.05837365377
496	0.05835975052
497	0.05835688676
498	0.05833999144
499	0.05833035799
500	0.05832375155
501	0.05831138213
502	0.05829831279
503	0.05829031348
504	0.05828513367
505	0.05826652703
506	0.05825553151
507	0.0582467256
508	0.0582386356
509	0.05821859594
510	0.05820501742
511	0.05819215481
512	0.05818862696
513	0.05817122518
514	0.05816877843
515	0.05816356725
516	0.05815170544
517	0.05813665964
518	0.05812505265
519	0.05811427065
520	0.05810496107
521	0.05809866759
522	0.05808065473
523	0.0580761141
524	0.05807159463
525	0.05806100219
526	0.05804078628
527	0.05802650509
528	0.05801998766
529	0.05801224204
530	0.05800299589
531	0.05798622744
532	0.05796741559
533	0.05795389236
534	0.05794410067
535	0.05793443077
536	0.05793203457
537	0.05791159818
538	0.05789572525
539	0.05788327872
540	0.0578643637
541	0.05786303467
542	0.05785538224
543	0.05784418653
544	0.0578355865
545	0.05782336859
546	0.0578170321
547	0.05780866817
548	0.05779471281
549	0.05778310894
550	0.05777922591
551	0.05777034769
552	0.0577597743
553	0.05775272318
554	0.05774897605
555	0.05774662321
556	0.05773080625
557	0.05772379665
558	0.05771617506
559	0.05770896336
560	0.0577040234
561	0.05769495037
562	0.05768425333
563	0.05767359007
564	0.05766463204
565	0.05765069953
566	0.05764384001
567	0.05763855177
568	0.05762555744
569	0.05762264961
570	0.05761452069
571	0.05760327182
572	0.0575810001
573	0.0575656969
574	0.05755181184
575	0.05754079123
576	0.0575332332
577	0.05752953863
578	0.0575127818
579	0.0575009176
580	0.05749440619
581	0.05749071153
582	0.05747658629
583	0.05746695403
584	0.05746032633
585	0.05745142008
586	0.05744178709
587	0.0574372966
588	0.05742798505
589	0.0574211161
590	0.05740419335
591	0.0574019419
592	0.05739744907
593	0.0573837433
594	0.05737877121
595	0.05737097182
596	0.05735597166
597	0.05734936249
598	0.05734432645
599	0.0573339599
600	0.05732502825
601	0.0573146629
602	0.0573009326
603	0.05729947683
604	0.05729197138
605	0.05727564881
606	0.05725940601
607	0.05724273399
608	0.057225029
609	0.0572241878
610	0.05721553921
611	0.05720376239
612	0.05720288025
613	0.05719463464
614	0.05719129117
615	0.05717795909
616	0.05716082004
617	0.05714648423
618	0.05714034887
619	0.05713597753
620	0.05713005481
621	0.05712585041
622	0.05711448653
623	0.05711100424
624	0.05710205026
625	0.05708791715
626	0.05708412147
627	0.05707991608
628	0.05706612543
629	0.05705803581
630	0.05704416458
631	0.05703102467
632	0.05701499202
633	0.05701249241
634	0.05700679349
635	0.05700097765
636	0.05698293759
637	0.05697214772
638	0.05695395459
639	0.0569494001
640	0.05694331777
641	0.05693707098
642	0.0569219062
643	0.05691426433
644	0.05690905485
645	0.05689072011
646	0.05687499553
647	0.05686840377
648	0.05685294962
649	0.05684188473
650	0.05683276942
651	0.05682810119
652	0.05681973021
653	0.05681136358
654	0.05679753498
655	0.05678538292
656	0.05677371901
657	0.05676757479
658	0.05676342536
659	0.05674668557
660	0.05674134722
661	0.05673505862
662	0.05673021021
663	0.05672696841
664	0.05672546883
665	0.05671500393
666	0.05670190101
667	0.05669431118
668	0.05668642339
669	0.0566711696
670	0.05666069075
671	0.05664537575
672	0.05664056875
673	0.05663676765
674	0.05663599959
675	0.05662208906
676	0.0566114976
677	0.05660126185
678	0.05658190183
679	0.05656526109
680	0.05655375845
681	0.05654154838
682	0.05653280453
683	0.05651579746
684	0.05650564686
685	0.05648887029
686	0.05647618114
687	0.05647230968
688	0.05646412527
689	0.05646114894
690	0.05645880197
691	0.05645319637
692	0.05644300198
693	0.05643774482
694	0.05642223588
695	0.05641364702
696	0.05640999342
697	0.05639755603
698	0.0563852091
699	0.0563839277
